From,To,domain,label,TTL
154.54.57.253,154.54.42.85,friv.com,2,6
154.54.42.85,154.54.40.110,friv.com,2,7
154.54.40.110,154.54.30.66,friv.com,2,8
154.54.30.66,38.122.62.10,friv.com,2,9
38.122.62.10,173.208.126.45,friv.com,2,10
173.208.126.45,207.244.69.244,friv.com,2,11
10.2.0.1,190.2.138.3,kongregate.com,2,2
190.2.138.3,109.236.95.226,kongregate.com,2,3
109.236.95.226,109.236.95.108,kongregate.com,2,4
109.236.95.108,80.249.210.100,kongregate.com,2,5
80.249.210.100,52.93.113.177,kongregate.com,2,6
52.93.113.177,52.93.113.239,kongregate.com,2,7
52.93.113.239,13.227.219.24,kongregate.com,2,13
10.2.0.1,190.2.138.2,miniclip.com,2,2
190.2.138.2,109.236.95.224,miniclip.com,2,3
109.236.95.224,109.236.95.167,miniclip.com,2,4
109.236.95.167,80.249.210.100,miniclip.com,2,5
80.249.210.100,52.93.113.187,miniclip.com,2,6
52.93.113.187,52.93.0.153,miniclip.com,2,7
52.93.0.153,52.93.112.223,miniclip.com,2,16
52.93.112.223,18.65.39.98,miniclip.com,2,17
10.2.0.1,190.2.138.3,notdoppler.com,2,2
190.2.138.3,109.236.95.230,notdoppler.com,2,3
109.236.95.230,109.236.95.106,notdoppler.com,2,4
109.236.95.106,141.101.65.52,notdoppler.com,2,5
141.101.65.52,172.71.96.4,notdoppler.com,2,6
172.71.96.4,104.22.29.219,notdoppler.com,2,7
10.2.0.1,190.2.138.2,guinnessworldrecords.com,2,2
190.2.138.2,109.236.95.228,guinnessworldrecords.com,2,3
109.236.95.228,109.236.95.106,guinnessworldrecords.com,2,4
109.236.95.106,80.249.210.100,guinnessworldrecords.com,2,5
80.249.210.100,52.93.113.185,guinnessworldrecords.com,2,6
52.93.113.185,52.93.0.137,guinnessworldrecords.com,2,7
52.93.0.137,18.239.94.48,guinnessworldrecords.com,2,17
10.2.0.1,190.2.138.2,fearp.usp.br,2,2
190.2.138.2,109.236.95.224,fearp.usp.br,2,3
109.236.95.224,154.54.39.217,fearp.usp.br,2,5
154.54.39.217,154.54.30.185,fearp.usp.br,2,6
154.54.30.185,154.54.40.106,fearp.usp.br,2,7
154.54.40.106,154.54.7.158,fearp.usp.br,2,8
154.54.7.158,154.54.24.146,fearp.usp.br,2,9
154.54.24.146,154.54.88.226,fearp.usp.br,2,10
154.54.88.226,38.88.165.74,fearp.usp.br,2,11
38.88.165.74,200.143.255.90,fearp.usp.br,2,12
200.143.255.90,170.79.214.109,fearp.usp.br,2,13
170.79.214.109,143.107.0.184,fearp.usp.br,2,14
143.107.0.184,143.107.0.14,fearp.usp.br,2,15
143.107.0.14,143.107.159.1,fearp.usp.br,2,16
143.107.159.1,143.107.159.94,fearp.usp.br,2,17
143.107.159.94,143.107.205.12,fearp.usp.br,2,18
10.2.0.1,190.2.138.3,uj.ac.za,2,2
190.2.138.3,109.236.95.230,uj.ac.za,2,3
109.236.95.230,109.236.95.173,uj.ac.za,2,4
109.236.95.173,80.249.213.145,uj.ac.za,2,5
80.249.213.145,155.232.216.4,uj.ac.za,2,6
155.232.216.4,155.232.1.86,uj.ac.za,2,7
155.232.1.86,155.232.1.161,uj.ac.za,2,8
155.232.1.161,155.232.129.64,uj.ac.za,2,9
10.2.0.1,190.2.138.2,canberra.edu.au,2,2
190.2.138.2,109.236.95.224,canberra.edu.au,2,3
109.236.95.224,212.72.41.249,canberra.edu.au,2,4
212.72.41.249,217.163.113.74,canberra.edu.au,2,6
217.163.113.74,113.197.15.11,canberra.edu.au,2,7
10.2.0.1,190.2.138.3,facebook.com,2,2
190.2.138.3,109.236.95.226,facebook.com,2,3
109.236.95.226,109.236.95.108,facebook.com,2,4
109.236.95.108,157.240.70.60,facebook.com,2,5
157.240.70.60,129.134.47.194,facebook.com,2,6
129.134.47.194,129.134.48.53,facebook.com,2,7
129.134.48.53,173.252.67.137,facebook.com,2,8
173.252.67.137,157.240.247.35,facebook.com,2,9
10.2.0.1,190.2.138.2,instagram.com,2,2
190.2.138.2,109.236.95.224,instagram.com,2,3
109.236.95.224,109.236.95.108,instagram.com,2,4
109.236.95.108,157.240.70.60,instagram.com,2,5
157.240.70.60,129.134.47.194,instagram.com,2,6
129.134.47.194,129.134.48.47,instagram.com,2,7
129.134.48.47,173.252.67.121,instagram.com,2,8
173.252.67.121,157.240.247.174,instagram.com,2,9
10.2.0.1,190.2.138.3,threads.net,2,2
190.2.138.3,109.236.95.226,threads.net,2,3
109.236.95.226,109.236.95.108,threads.net,2,4
109.236.95.108,157.240.70.60,threads.net,2,5
157.240.70.60,129.134.47.114,threads.net,2,6
129.134.47.114,129.134.48.81,threads.net,2,7
129.134.48.81,173.252.67.137,threads.net,2,8
173.252.67.137,157.240.247.63,threads.net,2,9
10.2.0.1,190.2.138.3,web.whatsapp.com,2,2
190.2.138.3,109.236.95.226,web.whatsapp.com,2,3
109.236.95.226,109.236.95.108,web.whatsapp.com,2,4
109.236.95.108,157.240.70.60,web.whatsapp.com,2,5
157.240.70.60,129.134.47.194,web.whatsapp.com,2,6
129.134.47.194,129.134.47.211,web.whatsapp.com,2,7
129.134.47.211,173.252.67.29,web.whatsapp.com,2,8
173.252.67.29,157.240.247.60,web.whatsapp.com,2,9
